"Auðkenni ráðuneytis","Ráðuneyti","Rasto","Stofnun","Gjöld - sértekjur","Lokadagsetning ársfjórðungs"
"09","Fjármálaráðuneyti","09103","Fjársýsla ríkisins",335822175,"2012-12-31"
"09","Fjármálaráðuneyti","09199","Ráðstöfunarfé",0,"2012-12-31"
"09","Fjármálaráðuneyti","09210","Ríkisskattstjóri",694895822,"2012-12-31"
"09","Fjármálaráðuneyti","09212","Skatta- og tollamál, ýmis útgjöld",3559602,"2012-12-31"
"09","Fjármálaráðuneyti","09214","Yfirskattanefnd",30629046,"2012-12-31"
"09","Fjármálaráðuneyti","09215","Skattrannsóknarstjóri ríkisins",78650966,"2012-12-31"
"09","Fjármálaráðuneyti","09250","Innheimtukostnaður",178854321,"2012-12-31"
"09","Fjármálaráðuneyti","09262","Tollstjórinn",640269265,"2012-12-31"
"09","Fjármálaráðuneyti","09381","Lífeyrisskuldbindingar, eftirlaun",2536649164,"2012-12-31"
"09","Fjármálaráðuneyti","09391","Jöfnun á örorkubyrði almennra lífeyrissjóða",2698308447,"2012-12-31"
"09","Fjármálaráðuneyti","09481","Útgjöld samkvæmt heimildarákvæðum",0,"2012-12-31"
"09","Fjármálaráðuneyti","09711","Afskriftir skattkrafna",0,"2012-12-31"
"09","Fjármálaráðuneyti","09721","Fjármagnstekjuskattur",1713581250,"2012-12-31"
"09","Fjármálaráðuneyti","09811","Barnabætur",2063667617,"2012-12-31"
"09","Fjármálaráðuneyti","09821","Vaxtabætur",246385761,"2012-12-31"
"09","Fjármálaráðuneyti","09831","Uppbætur á eftirlaun lífeyrisþega",278137,"2012-12-31"
"09","Fjármálaráðuneyti","09901","Framkvæmdasýsla ríkisins",2371412,"2012-12-31"
"09","Fjármálaráðuneyti","09905","Ríkiskaup",-19039213,"2012-12-31"
"09","Fjármálaráðuneyti","09971","Ríkisábyrgðir",1619332997,"2012-12-31"
"09","Fjármálaráðuneyti","09973","Tapaðar kröfur og tjónabætur",-24268247,"2012-12-31"
"09","Fjármálaráðuneyti","09976","Lánaumsýsla ríkissjóðs",25867113,"2012-12-31"
"09","Fjármálaráðuneyti","09977","Bankasýsla ríkisins",19204868,"2012-12-31"
"09","Fjármálaráðuneyti","09980","Rekstrarfélag Stjórnarráðsins",2541124,"2012-12-31"
"09","Fjármálaráðuneyti","09981","Ýmsar fasteignir ríkissjóðs",3559582,"2012-12-31"
"09","Fjármálaráðuneyti","09984","Fasteignir ríkissjóðs",-168858824,"2012-12-31"
"09","Fjármálaráðuneyti","09985","Fyrrum varnarsvæði við Keflavíkurflugvöll",150000000,"2012-12-31"
"09","Fjármálaráðuneyti","09989","Ófyrirséð útgjöld",0,"2012-12-31"
"09","Fjármálaráðuneyti","09990","Ríkisstjórnarákvarðanir",0,"2012-12-31"
"09","Fjármálaráðuneyti","09991","Aðflutningsgjöld af útflutningi notaðra ökutækja",0,"2012-12-31"
"09","Fjármálaráðuneyti","09994","Virðisaukaskattur ríkisstofnana af tölvuvinnslu",59281884,"2012-12-31"
"09","Fjármálaráðuneyti","09999","Ýmislegt",941455659,"2012-12-31"
"11","Iðnaðarráðuneyti","11101","Iðnaðarráðuneyti, aðalskrifstofa",44395219,"2012-12-31"
"11","Iðnaðarráðuneyti","11199","Ráðstöfunarfé",1000000,"2012-12-31"
"11","Iðnaðarráðuneyti","11205","Nýsköpunarmiðstöð Íslands",61026986,"2012-12-31"
"11","Iðnaðarráðuneyti","11240","Iðnaðarrannsóknir og stóriðja",3800682,"2012-12-31"
"11","Iðnaðarráðuneyti","11242","Tækniþróunarsjóður",211381257,"2012-12-31"
"11","Iðnaðarráðuneyti","11251","Endurgreiðslur vegna kvikmyndagerðar á Íslandi",203062196,"2012-12-31"
"11","Iðnaðarráðuneyti","11255","Stuðningur við nýsköpunarfyrirtæki",763549403,"2012-12-31"
"11","Iðnaðarráðuneyti","11299","Iðja og iðnaður, framlög",174922281,"2012-12-31"
"11","Iðnaðarráðuneyti","11301","Orkustofnun",51404385,"2012-12-31"
"11","Iðnaðarráðuneyti","11371","Orkusjóður",7800000,"2012-12-31"
"11","Iðnaðarráðuneyti","11373","Niðurgreiðslur á húshitun",322336183,"2012-12-31"
"11","Iðnaðarráðuneyti","11375","Jöfnun kostnaðar við dreifingu raforku",8890190,"2012-12-31"
"11","Iðnaðarráðuneyti","11399","Ýmis orkumál",87086911,"2012-12-31"
"11","Iðnaðarráðuneyti","11401","Byggðaáætlun",269115501,"2012-12-31"
"11","Iðnaðarráðuneyti","11411","Byggðastofnun",77575000,"2012-12-31"
"11","Iðnaðarráðuneyti","11501","Ferðamálastofa",67968093,"2012-12-31"
"11","Iðnaðarráðuneyti","11511","Framkvæmdasjóður ferðamannastaða",5188020,"2012-12-31"
"11","Iðnaðarráðuneyti","11599","Ýmis ferðamál",143939382,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12101","Efnahags- og viðskiptaráðuneyti, aðalskrifstofa",48019155,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12190","Ýmis verkefni",52639856,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12402","Fjármálaeftirlitið",437759379,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12411","Samkeppniseftirlitið",83782434,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12431","Einkaleyfastofan",58693792,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12501","Hagstofa Íslands",240783251,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12811","Flutningssjóður olíuvara",107499000,"2012-12-31"
"12","Efnahags- og viðskiptaráðuneyti","12831","Jöfnun flutningskostnaðar",0,"2012-12-31"
"14","Umhverfisráðuneyti","14101","Umhverfisráðuneyti, aðalskrifstofa",108968334,"2012-12-31"
"14","Umhverfisráðuneyti","14190","Ýmis verkefni",79503364,"2012-12-31"
"14","Umhverfisráðuneyti","14199","Ráðstöfunarfé",0,"2012-12-31"
"14","Umhverfisráðuneyti","14202","Náttúrurannsóknastöðin við Mývatn",2000126,"2012-12-31"
"14","Umhverfisráðuneyti","14211","Umhverfisstofnun",320634421,"2012-12-31"
"14","Umhverfisráðuneyti","14212","Vatnajökulsþjóðgarður",74742974,"2012-12-31"
"14","Umhverfisráðuneyti","14231","Landgræðsla ríkisins",156100354,"2012-12-31"
"14","Umhverfisráðuneyti","14241","Skógrækt ríkisins",52641899,"2012-12-31"
"14","Umhverfisráðuneyti","14243","Hekluskógar",426142,"2012-12-31"
"14","Umhverfisráðuneyti","14287","Úrvinnslusjóður",347952446,"2012-12-31"
"14","Umhverfisráðuneyti","14289","Endurvinnslan hf.",539150239,"2012-12-31"
"14","Umhverfisráðuneyti","14301","Skipulagsstofnun",42054313,"2012-12-31"
"14","Umhverfisráðuneyti","14303","Skipulagsmál sveitarfélaga",72462635,"2012-12-31"
"14","Umhverfisráðuneyti","14310","Landmælingar Íslands",60468944,"2012-12-31"
"14","Umhverfisráðuneyti","14320","Mannvirkjastofnun",122666608,"2012-12-31"
"14","Umhverfisráðuneyti","14381","Ofanflóðasjóður",377135772,"2012-12-31"
"14","Umhverfisráðuneyti","14401","Náttúrufræðistofnun Íslands",114841813,"2012-12-31"
"14","Umhverfisráðuneyti","14403","Náttúrustofur",30541000,"2012-12-31"
"14","Umhverfisráðuneyti","14407","Stofnun Vilhjálms Stefánssonar",15487181,"2012-12-31"
"14","Umhverfisráðuneyti","14412","Veðurstofa Íslands",1755108,"2012-12-31"
"19","Fjármagnskostnaður","19801","Vaxtagjöld ríkissjóðs",18489841777,"2012-12-31"
