"Auðkenni ráðuneytis","Ráðuneyti","Rasto","Stofnun","Gjöld - sértekjur","Lokadagsetning ársfjórðungs"
"08","Velferðarráðuneyti","08334","Umboðsmaður skuldara",302865429,"2012-03-31"
"08","Velferðarráðuneyti","08358","Sjúkrahúsið á Akureyri",1072549816,"2012-03-31"
"08","Velferðarráðuneyti","08373","Landspítali",8991245531,"2012-03-31"
"08","Velferðarráðuneyti","08379","Sjúkrahús, óskipt",36000,"2012-03-31"
"08","Velferðarráðuneyti","08383","Sjúkrahótel",23385730,"2012-03-31"
"08","Velferðarráðuneyti","08384","Rjóður, hvíldarheimili fyrir börn",0,"2012-03-31"
"08","Velferðarráðuneyti","08388","Samtök áhugamanna um áfengisvandamálið",165842000,"2012-03-31"
"08","Velferðarráðuneyti","08398","Félagsmál, ýmis starfsemi",91521436,"2012-03-31"
"08","Velferðarráðuneyti","08399","Heilbrigðismál, ýmis starfsemi",273761502,"2012-03-31"
"08","Velferðarráðuneyti","08401","Öldrunarstofnanir, almennt",-50523998,"2012-03-31"
"08","Velferðarráðuneyti","08402","Framkvæmdasjóður aldraðra",1893721,"2012-03-31"
"08","Velferðarráðuneyti","08405","Hrafnista, Reykjavík",371602967,"2012-03-31"
"08","Velferðarráðuneyti","08406","Hrafnista, Hafnarfirði",391781986,"2012-03-31"
"08","Velferðarráðuneyti","08407","Grund, Reykjavik",382063552,"2012-03-31"
"08","Velferðarráðuneyti","08408","Sunnuhlíð, Kópavogi",155775040,"2012-03-31"
"08","Velferðarráðuneyti","08409","Hjúkrunarheimilið Skjól",217388408,"2012-03-31"
"08","Velferðarráðuneyti","08410","Hjúkrunarheimilið Eir",373567409,"2012-03-31"
"08","Velferðarráðuneyti","08411","Garðvangur, Garði",81004288,"2012-03-31"
"08","Velferðarráðuneyti","08412","Hjúkrunarheimilið Skógarbær",165822915,"2012-03-31"
"08","Velferðarráðuneyti","08413","Hjúkrunarheimilið Droplaugarstöðum",162904661,"2012-03-31"
"08","Velferðarráðuneyti","08414","Hjúkrunarheimilið Lundur, Hellu",59046135,"2012-03-31"
"08","Velferðarráðuneyti","08415","Hjúkrunarheimilið Hulduhlíð, Eskifirði",32790096,"2012-03-31"
"08","Velferðarráðuneyti","08416","Hjúkrunarheimilið Hornbrekka, Ólafsfirði",39975029,"2012-03-31"
"08","Velferðarráðuneyti","08417","Hjúkrunarheimilið Naust, Þórshöfn",22314441,"2012-03-31"
"08","Velferðarráðuneyti","08418","Seljahlíð, Reykjavík",43942552,"2012-03-31"
"08","Velferðarráðuneyti","08419","Sólvangur, Hafnarfirði",138263015,"2012-03-31"
"08","Velferðarráðuneyti","08423","Höfði, Akranesi",125551232,"2012-03-31"
"08","Velferðarráðuneyti","08424","Dvalarheimili aldraðra Borgarnesi",80953570,"2012-03-31"
"08","Velferðarráðuneyti","08425","Dvalarheimili aldraðra Stykkishólmi",28962809,"2012-03-31"
"08","Velferðarráðuneyti","08426","Fellaskjól, Grundarfirði",21611721,"2012-03-31"
"08","Velferðarráðuneyti","08427","Jaðar, Ólafsvík",23023842,"2012-03-31"
"08","Velferðarráðuneyti","08428","Fellsendi, Búðardal",48097450,"2012-03-31"
"08","Velferðarráðuneyti","08429","Barmahlíð, Reykhólum",29963212,"2012-03-31"
"08","Velferðarráðuneyti","08433","Dalbær, Dalvík",67078743,"2012-03-31"
"08","Velferðarráðuneyti","08434","Samningur við Akureyrarbæ um öldrunarþjónustu",344952264,"2012-03-31"
"08","Velferðarráðuneyti","08436","Uppsalir, Fáskrúðsfirði",36957469,"2012-03-31"
"08","Velferðarráðuneyti","08437","Samningur við Sveitarfélagið Hornafjörð um öldrunarþjónustu",51371423,"2012-03-31"
"08","Velferðarráðuneyti","08438","Klausturhólar, Kirkjubæjarklaustri",26589066,"2012-03-31"
"08","Velferðarráðuneyti","08439","Hjallatún, Vík",29032458,"2012-03-31"
"08","Velferðarráðuneyti","08440","Kumbaravogur, Stokkseyri",71876665,"2012-03-31"
"08","Velferðarráðuneyti","08441","Ás/Ásbyrgi, Hveragerði",178171281,"2012-03-31"
"08","Velferðarráðuneyti","08442","Hraunbúðir, Vestmannaeyjum",63366275,"2012-03-31"
"08","Velferðarráðuneyti","08443","Holtsbúð, Garðabæ",87087203,"2012-03-31"
"08","Velferðarráðuneyti","08445","Mörk, Reykjavík",223511449,"2012-03-31"
"08","Velferðarráðuneyti","08446","Hrafnista, Kópavogi",79416349,"2012-03-31"
"08","Velferðarráðuneyti","08447","Sóltún, Reykjavík",286036275,"2012-03-31"
"08","Velferðarráðuneyti","08460","Dvalarrými aldraðra, önnur",107311254,"2012-03-31"
"08","Velferðarráðuneyti","08470","Vesturhlíð, Reykjavík",2194010,"2012-03-31"
"08","Velferðarráðuneyti","08472","Hlíðabær, Reykjavik",13857795,"2012-03-31"
"08","Velferðarráðuneyti","08473","Lindargata, Reykjavík",8175564,"2012-03-31"
"08","Velferðarráðuneyti","08474","Dagvist og endurhæfingarstöð MS-sjúklinga",25220748,"2012-03-31"
"08","Velferðarráðuneyti","08475","Múlabær, Reykjavík",20501950,"2012-03-31"
"08","Velferðarráðuneyti","08476","Fríðuhús, Reykjavík",10636794,"2012-03-31"
"08","Velferðarráðuneyti","08477","Dagvistun aldraðra, aðrar",102097005,"2012-03-31"
"08","Velferðarráðuneyti","08479","Hlaðgerðarkot",22260600,"2012-03-31"
"08","Velferðarráðuneyti","08491","Reykjalundur, Mosfellsbæ",342823200,"2012-03-31"
"08","Velferðarráðuneyti","08492","Heilsustofnun Náttúrulækningafélags Íslands",131571600,"2012-03-31"
"08","Velferðarráðuneyti","08493","Sjálfsbjörg, hjúkrunar- og endurhæfingarstofnun",120765000,"2012-03-31"
"08","Velferðarráðuneyti","08494","Hlein",30174000,"2012-03-31"
"08","Velferðarráðuneyti","08500","Heilsugæslustöðvar, almennt",12369094,"2012-03-31"
"08","Velferðarráðuneyti","08501","Sjúkraflutningar",208075000,"2012-03-31"
"08","Velferðarráðuneyti","08506","Heilsugæsla á höfuðborgarsvæðinu",1056215271,"2012-03-31"
"08","Velferðarráðuneyti","08508","Miðstöð heimahjúkrunar á höfuðborgarsvæðinu",275398500,"2012-03-31"
"08","Velferðarráðuneyti","08515","Heilsugæslustöðin Lágmúla í Reykjavík",45293100,"2012-03-31"
"08","Velferðarráðuneyti","08517","Læknavaktin",72907200,"2012-03-31"
"08","Velferðarráðuneyti","08552","Heilsugæslustöðin Dalvík",23973777,"2012-03-31"
"08","Velferðarráðuneyti","08553","Samningur við Akureyrarbæ um heilsugæslu",130675200,"2012-03-31"
"08","Velferðarráðuneyti","08588","Heilsugæslustöðin í Salahverfi í Kópavogi",68136134,"2012-03-31"
"08","Velferðarráðuneyti","08700","Heilbrigðisstofnanir",559731,"2012-03-31"
"08","Velferðarráðuneyti","08716","Heilbrigðisstofnun Vesturlands",677965631,"2012-03-31"
"08","Velferðarráðuneyti","08721","Heilbrigðisstofnunin Patreksfirði",67904254,"2012-03-31"
"08","Velferðarráðuneyti","08726","Heilbrigðisstofnun Vestfjarða",255482175,"2012-03-31"
"08","Velferðarráðuneyti","08745","Heilbrigðisstofnunin Blönduósi",95465997,"2012-03-31"
"08","Velferðarráðuneyti","08751","Heilbrigðisstofnunin Sauðárkróki",197775477,"2012-03-31"
"08","Velferðarráðuneyti","08756","Heilbrigðisstofnunin Fjallabyggð",102208547,"2012-03-31"
"08","Velferðarráðuneyti","08761","Heilbrigðisstofnun Þingeyinga",206747474,"2012-03-31"
"08","Velferðarráðuneyti","08777","Heilbrigðisstofnun Austurlands",501041464,"2012-03-31"
"08","Velferðarráðuneyti","08779","Heilbrigðisstofnun Suð-Austurlands",45364600,"2012-03-31"
"08","Velferðarráðuneyti","08781","Heilbrigðisstofnunin Vestmannaeyjum",155480064,"2012-03-31"
"08","Velferðarráðuneyti","08787","Heilbrigðisstofnun Suðurlands",510485531,"2012-03-31"
"08","Velferðarráðuneyti","08791","Heilbrigðisstofnun Suðurnesja",440352103,"2012-03-31"
"08","Velferðarráðuneyti","08801","Greiningar- og ráðgjafarstöð ríkisins",94745832,"2012-03-31"
"08","Velferðarráðuneyti","08805","Þjónustu- og þekkingarmiðstöð fyrir blinda og sjónskerta",73655752,"2012-03-31"
"08","Velferðarráðuneyti","08807","Heyrnar- og talmeinastöð Íslands",44842438,"2012-03-31"
"08","Velferðarráðuneyti","08809","Málefni fatlaðra",90920363,"2012-03-31"
"08","Velferðarráðuneyti","08821","Barnaverndarstofa",250323950,"2012-03-31"
"08","Velferðarráðuneyti","08841","Vinnumálastofnun",57298547,"2012-03-31"
"08","Velferðarráðuneyti","08842","Vinnumál",40874930,"2012-03-31"
"08","Velferðarráðuneyti","08851","Atvinnuleysistryggingasjóður",6092428138,"2012-03-31"
"08","Velferðarráðuneyti","08852","Tryggingasjóður sjálfstætt starfandi einstaklinga",11107960,"2012-03-31"
"08","Velferðarráðuneyti","08853","Ábyrgðasjóður launa",369654700,"2012-03-31"
"08","Velferðarráðuneyti","08854","Fæðingarorlof",1834157800,"2012-03-31"
"08","Velferðarráðuneyti","08855","Foreldrar langveikra eða alvarlega fatlaðra barna",26448527,"2012-03-31"
"08","Velferðarráðuneyti","08856","Starfsendurhæfing",119978466,"2012-03-31"
"08","Velferðarráðuneyti","08861","Leiguíbúðir",0,"2012-03-31"
"09","Fjármálaráðuneyti","09101","Fjármálaráðuneyti, aðalskrifstofa",171397854,"2012-03-31"
"09","Fjármálaráðuneyti","09103","Fjársýsla ríkisins",310221822,"2012-03-31"
"09","Fjármálaráðuneyti","09199","Ráðstöfunarfé",0,"2012-03-31"
"09","Fjármálaráðuneyti","09210","Ríkisskattstjóri",625429070,"2012-03-31"
"09","Fjármálaráðuneyti","09212","Skatta- og tollamál, ýmis útgjöld",957042,"2012-03-31"
"09","Fjármálaráðuneyti","09214","Yfirskattanefnd",30769208,"2012-03-31"
"09","Fjármálaráðuneyti","09215","Skattrannsóknarstjóri ríkisins",68592176,"2012-03-31"
"09","Fjármálaráðuneyti","09250","Innheimtukostnaður",114559887,"2012-03-31"
"09","Fjármálaráðuneyti","09262","Tollstjórinn",487027989,"2012-03-31"
"09","Fjármálaráðuneyti","09381","Lífeyrisskuldbindingar, eftirlaun",2230449216,"2012-03-31"
"09","Fjármálaráðuneyti","09711","Afskriftir skattkrafna",0,"2012-03-31"
"09","Fjármálaráðuneyti","09721","Fjármagnstekjuskattur",277770563,"2012-03-31"
"09","Fjármálaráðuneyti","09811","Barnabætur",1898721563,"2012-03-31"
"09","Fjármálaráðuneyti","09821","Vaxtabætur",147508761,"2012-03-31"
"09","Fjármálaráðuneyti","09831","Uppbætur á eftirlaun lífeyrisþega",-23901,"2012-03-31"
"09","Fjármálaráðuneyti","09901","Framkvæmdasýsla ríkisins",-37597819,"2012-03-31"
"09","Fjármálaráðuneyti","09905","Ríkiskaup",5221630,"2012-03-31"
"09","Fjármálaráðuneyti","09971","Ríkisábyrgðir",0,"2012-03-31"
"09","Fjármálaráðuneyti","09973","Tapaðar kröfur og tjónabætur",0,"2012-03-31"
"09","Fjármálaráðuneyti","09976","Lánaumsýsla ríkissjóðs",25867113,"2012-03-31"
"09","Fjármálaráðuneyti","09977","Bankasýsla ríkisins",29038252,"2012-03-31"
"09","Fjármálaráðuneyti","09980","Rekstrarfélag stjórnarráðsbygginga við Arnarhól",37597167,"2012-03-31"
"09","Fjármálaráðuneyti","09981","Ýmsar fasteignir ríkissjóðs",57448524,"2012-03-31"
"09","Fjármálaráðuneyti","09984","Fasteignir ríkissjóðs",-64447915,"2012-03-31"
"09","Fjármálaráðuneyti","09985","Fyrrum varnarsvæði við Keflavíkurflugvöll",200000000,"2012-03-31"
"09","Fjármálaráðuneyti","09989","Ófyrirséð útgjöld",0,"2012-03-31"
"09","Fjármálaráðuneyti","09990","Ríkisstjórnarákvarðanir",0,"2012-03-31"
"09","Fjármálaráðuneyti","09991","Aðflutningsgjöld af útflutningi notaðra ökutækja",3811451,"2012-03-31"
"09","Fjármálaráðuneyti","09994","Virðisaukaskattur ríkisstofnana af tölvuvinnslu",29360026,"2012-03-31"
"09","Fjármálaráðuneyti","09999","Ýmislegt",488628698,"2012-03-31"
"11","Iðnaðarráðuneyti","11101","Iðnaðarráðuneyti, aðalskrifstofa",47748238,"2012-03-31"
"11","Iðnaðarráðuneyti","11199","Ráðstöfunarfé",0,"2012-03-31"
"11","Iðnaðarráðuneyti","11205","Nýsköpunarmiðstöð Íslands",124084234,"2012-03-31"
"11","Iðnaðarráðuneyti","11240","Iðnaðarrannsóknir og stóriðja",3134498,"2012-03-31"
"11","Iðnaðarráðuneyti","11242","Tækniþróunarsjóður",186435000,"2012-03-31"
"11","Iðnaðarráðuneyti","11251","Endurgreiðslur vegna kvikmyndagerðar á Íslandi",243861221,"2012-03-31"
"11","Iðnaðarráðuneyti","11299","Iðja og iðnaður, framlög",66879325,"2012-03-31"
"11","Iðnaðarráðuneyti","11301","Orkustofnun",103241322,"2012-03-31"
"11","Iðnaðarráðuneyti","11371","Orkusjóður",7800000,"2012-03-31"
"11","Iðnaðarráðuneyti","11373","Niðurgreiðslur á húshitun",210254515,"2012-03-31"
"11","Iðnaðarráðuneyti","11375","Jöfnun kostnaðar við dreifingu raforku",115775365,"2012-03-31"
"11","Iðnaðarráðuneyti","11399","Ýmis orkumál",3804251,"2012-03-31"
"11","Iðnaðarráðuneyti","11401","Byggðaáætlun",19207800,"2012-03-31"
"11","Iðnaðarráðuneyti","11411","Byggðastofnun",77175000,"2012-03-31"
"11","Iðnaðarráðuneyti","11501","Ferðamálastofa",97816663,"2012-03-31"
"11","Iðnaðarráðuneyti","11511","Framkvæmdasjóður ferðamannastaða",22100000,"2012-03-31"
"11","Iðnaðarráðuneyti","11599","Ýmis ferðamál",85682960,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12101","Efnahags- og viðskiptaráðuneyti, aðalskrifstofa",71398851,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12190","Ýmis verkefni",35206998,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12199","Ráðstöfunarfé",0,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12402","Fjármálaeftirlitið",398098180,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12411","Samkeppniseftirlitið",81736810,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12431","Einkaleyfastofan",51559444,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12501","Hagstofa Íslands",226440797,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12811","Flutningssjóður olíuvara",107503000,"2012-03-31"
"12","Efnahags- og viðskiptaráðuneyti","12831","Jöfnun flutningskostnaðar",0,"2012-03-31"
"14","Umhverfisráðuneyti","14101","Umhverfisráðuneyti, aðalskrifstofa",81720320,"2012-03-31"
"14","Umhverfisráðuneyti","14190","Ýmis verkefni",90240673,"2012-03-31"
"14","Umhverfisráðuneyti","14199","Ráðstöfunarfé",0,"2012-03-31"
"14","Umhverfisráðuneyti","14202","Náttúrurannsóknastöðin við Mývatn",5051550,"2012-03-31"
"14","Umhverfisráðuneyti","14211","Umhverfisstofnun",178082164,"2012-03-31"
"14","Umhverfisráðuneyti","14212","Vatnajökulsþjóðgarður",57330460,"2012-03-31"
"14","Umhverfisráðuneyti","14231","Landgræðsla ríkisins",120783526,"2012-03-31"
"14","Umhverfisráðuneyti","14241","Skógrækt ríkisins",79480528,"2012-03-31"
"14","Umhverfisráðuneyti","14243","Hekluskógar",2471150,"2012-03-31"
"14","Umhverfisráðuneyti","14281","Styrkir til fráveitna sveitarfélaga",0,"2012-03-31"
"14","Umhverfisráðuneyti","14287","Úrvinnslusjóður",92271196,"2012-03-31"
"14","Umhverfisráðuneyti","14289","Endurvinnslan hf.",317623548,"2012-03-31"
"14","Umhverfisráðuneyti","14301","Skipulagsstofnun",48979847,"2012-03-31"
"14","Umhverfisráðuneyti","14303","Skipulagsmál sveitarfélaga",8474000,"2012-03-31"
"14","Umhverfisráðuneyti","14310","Landmælingar Íslands",67728132,"2012-03-31"
"14","Umhverfisráðuneyti","14320","Mannvirkjastofnun",85875724,"2012-03-31"
"14","Umhverfisráðuneyti","14381","Ofanflóðasjóður",35643362,"2012-03-31"
"14","Umhverfisráðuneyti","14401","Náttúrufræðistofnun Íslands",149782447,"2012-03-31"
"14","Umhverfisráðuneyti","14403","Náttúrustofur",30521000,"2012-03-31"
"14","Umhverfisráðuneyti","14407","Stofnun Vilhjálms Stefánssonar",-1010560,"2012-03-31"
"14","Umhverfisráðuneyti","14412","Veðurstofa Íslands",370856977,"2012-03-31"
"19","Fjármagnskostnaður","19801","Vaxtagjöld ríkissjóðs",18176707156,"2012-03-31"
