"Auðkenni ráðuneytis","Ráðuneyti","Rasto","Stofnun","Gjöld - sértekjur","Lokadagsetning ársfjórðungs"
"02","Mennta- og menningarmálaráðuneyti","02308","Menntaskólinn í Kópavogi",211384877,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02309","Kvennaskólinn í Reykjavík",122254171,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02316","Fasteignir framhaldsskóla",10336352,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02318","Framhaldsskólar, stofnkostnaður",9929823,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02319","Framhaldsskólar, almennt",175481952,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02320","Nám á framhaldsstigi vegna aðstæðna á vinnumarkaði",13920000,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02350","Fjölbrautaskólinn í Breiðholti",247966727,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02351","Fjölbrautaskólinn Ármúla",220973567,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02352","Flensborgarskóli",151238196,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02353","Fjölbrautaskóli Suðurnesja",200566397,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02354","Fjölbrautaskóli Vesturlands",111689817,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02355","Framhaldsskólinn í Vestmannaeyjum",55161443,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02356","Fjölbrautaskóli Norðurlands vestra",94735519,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02357","Fjölbrautaskóli Suðurlands",221566903,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02358","Verkmenntaskóli Austurlands",67100778,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02359","Verkmenntaskólinn á Akureyri",313411057,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02360","Fjölbrautaskólinn í Garðabæ",145853935,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02361","Framhaldsskólinn í A-Skaftafellssýslu",39944560,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02362","Framhaldsskólinn á Húsavík",33226742,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02363","Framhaldsskólinn á Laugum",48053836,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02365","Borgarholtsskóli",252354241,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02367","Fjölbrautaskóli Snæfellinga",54131821,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02368","Menntaskóli Borgarfjarðar",46013438,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02369","Menntaskólinn Hraðbraut",35400000,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02370","Framhaldsskólinn í Mosfellsbæ",41275465,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02372","Menntaskólinn á Tröllaskaga",25317194,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02430","Samskiptamiðstöð heyrnarlausra og heyrnarskertra",21196472,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02441","Fullorðinsfræðsla fatlaðra",55879005,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02451","Framhaldsfræðsla",318412330,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02504","Tækniskólinn",459998000,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02514","Iðnskólinn í Reykjavík",450001,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02516","Iðnskólinn í Hafnarfirði",146749182,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02518","Þróunarsjóður fyrir starfsnám",0,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02519","Vinnustaðanámssjóður",0,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02541","Hússtjórnarskólinn í Reykjavík",7775491,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02551","Hússtjórnarskólinn Hallormsstað",7084991,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02565","Tónlistarnám á vegum sveitarfélaga",120000000,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02581","Verslunarskóli Íslands",230437210,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02720","Grunnskólar, almennt",63787171,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02725","Námsgagnastofnun",102982898,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02872","Lánasjóður íslenskra námsmanna",5548519975,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02884","Jöfnun á námskostnaði",297559400,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02901","Fornleifavernd ríkisins",27535911,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02902","Þjóðminjasafn Íslands",87140879,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02903","Þjóðskjalasafn Íslands",78198688,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02904","Þjóðmenningarhúsið",23769567,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02905","Landsbókasafn Íslands - Háskólabókasafn",384773888,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02906","Listasafn Einars Jónssonar",3780960,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02907","Listasafn Íslands",49050071,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02908","Kvikmyndasafn Íslands",12868332,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02909","Blindrabókasafn Íslands",32126986,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02911","Náttúruminjasafn Íslands",5479850,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02913","Gljúfrasteinn - Hús skáldsins",7875283,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02918","Safnasjóður",2521974,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02919","Söfn, ýmis framlög",33411000,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02961","Fjölmiðlanefnd",6024868,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02965","Harpa, tónlistar- og ráðstefnuhús í Reykjavík",132014058,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02969","Menningarstofnanir, viðhald og stofnkostnaður",11108481,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02971","Ríkisútvarpið",774999999,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02972","Íslenski dansflokkurinn",32116524,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02973","Þjóðleikhúsið",152973318,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02974","Sinfóníuhljómsveit Íslands",249735120,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02977","Höfundarréttargjöld",11156801,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02978","Launasjóðir listamanna",108659433,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02979","Húsafriðunarnefnd",24480439,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02980","Listskreytingasjóður",352394,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02981","Kvikmyndamiðstöð Íslands",124447729,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02982","Listir, framlög",259130696,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02983","Ýmis fræðistörf",30474058,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02984","Norræn samvinna",-2457346,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02985","Rammaáætlanir ESB um menntun, rannsóknir og tækniþróun",3886462,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02988","Æskulýðsmál",71874026,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02989","Ýmis íþróttamál",85082303,"2012-03-31"
"02","Mennta- og menningarmálaráðuneyti","02999","Ýmislegt",64769052,"2012-03-31"
"03","Utanríkisráðuneyti","03101","Utanríkisráðuneyti, aðalskrifstofa",321233103,"2012-03-31"
"03","Utanríkisráðuneyti","03111","Þýðingamiðstöð utanríkisráðuneytis",114587597,"2012-03-31"
"03","Utanríkisráðuneyti","03190","Ýmis verkefni",44510840,"2012-03-31"
"03","Utanríkisráðuneyti","03213","Varnarmál",0,"2012-03-31"
"03","Utanríkisráðuneyti","03300","Sendiráð Íslands",678256164,"2012-03-31"
"03","Utanríkisráðuneyti","03390","Þróunarsamvinnustofnun Íslands",215391014,"2012-03-31"
"03","Utanríkisráðuneyti","03391","Þróunarmál og alþjóðleg hjálparstarfsemi",231939352,"2012-03-31"
"03","Utanríkisráðuneyti","03401","Alþjóðastofnanir",796183658,"2012-03-31"
"03","Utanríkisráðuneyti","03611","Íslandsstofa",104117483,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04101","Sjávarútvegs- og landbúnaðarráðuneyti, aðalskrifstofa",109461170,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04190","Ýmis verkefni",133825693,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04215","Fiskistofa",195004512,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04217","Verðlagsstofa skiptaverðs",3612419,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04234","Matvælastofnun",260998615,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04331","Héraðs- og Austurlandsskógar",11475448,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04332","Suðurlandsskógar",7980076,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04334","Vesturlandsskógar",4825519,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04335","Skjólskógar á Vestfjörðum",3912388,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04336","Norðurlandsskógar",8782556,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04401","Hafrannsóknastofnunin",425653440,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04405","Veiðimálastofnun",42233348,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04411","Matvælarannsóknir",101550000,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04413","Verkefnasjóður sjávarútvegsins",-79741221,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04414","Sjávarspendýrasjóður",0,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04415","Sjóður til síldarrannsókna",0,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04416","Veiðarfærarannsóknir",0,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04417","Rannsóknasjóður til að auka verðmæti sjávarfangs",29432385,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04421","Bygging rannsóknastofnana sjávarútvegsins",29657741,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04423","Skrifstofa rannsóknastofnana atvinnuveganna",13821388,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04426","Húsbyggingarsjóður",0,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04481","Rannsóknir háskóla í þágu landbúnaðar",0,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04483","Landgræðsla og skógrækt í þágu landbúnaðar",0,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04487","Hagþjónusta landbúnaðarins",4349194,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04488","Hagskýrslur og hagrannsóknir um landbúnað",4500000,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04801","Greiðslur vegna mjólkurframleiðslu",1072563924,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04805","Greiðslur vegna sauðfjárframleiðslu",1848505733,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04807","Greiðslur vegna grænmetisframleiðslu",27310086,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04811","Bændasamtök Íslands",103950000,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04818","Búnaðarsjóður",32060260,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04821","Framleiðnisjóður landbúnaðarins",81510275,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04824","Verðmiðlun landbúnaðarvara",101250000,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04827","Fóðursjóður",397358198,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04831","Jarðasjóður og Jarðeignir ríkisins",19722731,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04840","Stuðningur við fiskeldi",0,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04843","Fiskræktarsjóður",849340,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04851","Greiðslur vegna riðuveiki",237291,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04853","Bjargráðasjóður",5010000,"2012-03-31"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04891","Sérstakar greiðslur í landbúnaði",0,"2012-03-31"
"06","Innanríkisráðuneyti","06101","Innanríkisráðuneyti, aðalskrifstofa",181915758,"2012-03-31"
"06","Innanríkisráðuneyti","06102","Stjórnartíðindi",4563743,"2012-03-31"
"06","Innanríkisráðuneyti","06103","Lagasafn",-1081500,"2012-03-31"
"06","Innanríkisráðuneyti","06111","Kosningar",1034341,"2012-03-31"
"06","Innanríkisráðuneyti","06190","Ýmis verkefni",25518595,"2012-03-31"
"06","Innanríkisráðuneyti","06201","Hæstiréttur",33399853,"2012-03-31"
"06","Innanríkisráðuneyti","06210","Héraðsdómstólar",345803864,"2012-03-31"
"06","Innanríkisráðuneyti","06231","Málskostnaður í opinberum málum",117292685,"2012-03-31"
"06","Innanríkisráðuneyti","06232","Opinber réttaraðstoð",61274362,"2012-03-31"
"06","Innanríkisráðuneyti","06235","Bætur brotaþola",16343544,"2012-03-31"
"06","Innanríkisráðuneyti","06236","Sanngirnisbætur vegna misgjörða á vistheimilum fyrir börn",20309784,"2012-03-31"
"06","Innanríkisráðuneyti","06251","Persónuvernd",17975494,"2012-03-31"
"06","Innanríkisráðuneyti","06295","Landsdómur",33518757,"2012-03-31"
"06","Innanríkisráðuneyti","06301","Ríkissaksóknari",41509057,"2012-03-31"
"06","Innanríkisráðuneyti","06303","Ríkislögreglustjóri",255196126,"2012-03-31"
"06","Innanríkisráðuneyti","06305","Lögregluskóli ríkisins",56185963,"2012-03-31"
"06","Innanríkisráðuneyti","06309","Sérstakur saksóknari samkvæmt lögum nr. 135/2008",297610206,"2012-03-31"
"06","Innanríkisráðuneyti","06310","Lögreglustjórinn á höfuðborgarsvæðinu",870996414,"2012-03-31"
"06","Innanríkisráðuneyti","06312","Lögreglustjórinn á Suðurnesjum",235911331,"2012-03-31"
"06","Innanríkisráðuneyti","06325","Samræmd neyðarsvörun",92109588,"2012-03-31"
"06","Innanríkisráðuneyti","06390","Ýmis löggæslu- og öryggismál",56790291,"2012-03-31"
"06","Innanríkisráðuneyti","06395","Landhelgisgæsla Íslands",1019762295,"2012-03-31"
"06","Innanríkisráðuneyti","06396","Landhelgissjóður Íslands",795005,"2012-03-31"
"06","Innanríkisráðuneyti","06397","Schengen-samstarf",39186695,"2012-03-31"
"06","Innanríkisráðuneyti","06398","Útlendingastofnun",39378280,"2012-03-31"
"06","Innanríkisráðuneyti","06399","Hælisleitendur",41318923,"2012-03-31"
"06","Innanríkisráðuneyti","06411","Sýslumaðurinn í Reykjavík",78090107,"2012-03-31"
"06","Innanríkisráðuneyti","06412","Sýslumaðurinn á Akranesi",45895041,"2012-03-31"
"06","Innanríkisráðuneyti","06413","Sýslumaðurinn í Borgarnesi",43114097,"2012-03-31"
"06","Innanríkisráðuneyti","06414","Sýslumaður Snæfellinga",39351148,"2012-03-31"
"06","Innanríkisráðuneyti","06415","Sýslumaðurinn í Búðardal",5460640,"2012-03-31"
"06","Innanríkisráðuneyti","06416","Sýslumaðurinn á Patreksfirði",7639179,"2012-03-31"
"06","Innanríkisráðuneyti","06417","Sýslumaðurinn í Bolungarvík",7420253,"2012-03-31"
"06","Innanríkisráðuneyti","06418","Sýslumaðurinn á Ísafirði",75247472,"2012-03-31"
"06","Innanríkisráðuneyti","06419","Sýslumaðurinn á Hólmavík",5292866,"2012-03-31"
"06","Innanríkisráðuneyti","06420","Sýslumaðurinn á Blönduósi",49117507,"2012-03-31"
"06","Innanríkisráðuneyti","06421","Sýslumaðurinn á Sauðárkróki",37017020,"2012-03-31"
"06","Innanríkisráðuneyti","06422","Sýslumaðurinn á Siglufirði",10133542,"2012-03-31"
"06","Innanríkisráðuneyti","06424","Sýslumaðurinn á Akureyri",128567539,"2012-03-31"
"06","Innanríkisráðuneyti","06425","Sýslumaðurinn á Húsavík",45346473,"2012-03-31"
"06","Innanríkisráðuneyti","06426","Sýslumaðurinn á Seyðisfirði",44747738,"2012-03-31"
"06","Innanríkisráðuneyti","06428","Sýslumaðurinn á Eskifirði",59309068,"2012-03-31"
"06","Innanríkisráðuneyti","06429","Sýslumaðurinn á Höfn í Hornafirði",8215257,"2012-03-31"
"06","Innanríkisráðuneyti","06430","Sýslumaðurinn í Vík í Mýrdal",10260755,"2012-03-31"
"06","Innanríkisráðuneyti","06431","Sýslumaðurinn á Hvolsvelli",40786562,"2012-03-31"
"06","Innanríkisráðuneyti","06432","Sýslumaðurinn í Vestmannaeyjum",40690156,"2012-03-31"
"06","Innanríkisráðuneyti","06433","Sýslumaðurinn á Selfossi",100296410,"2012-03-31"
"06","Innanríkisráðuneyti","06434","Sýslumaðurinn í Reykjanesbæ",36217001,"2012-03-31"
"06","Innanríkisráðuneyti","06436","Sýslumaðurinn í Hafnarfirði",41495181,"2012-03-31"
"06","Innanríkisráðuneyti","06437","Sýslumaðurinn í Kópavogi",48078569,"2012-03-31"
"06","Innanríkisráðuneyti","06490","Ýmis rekstrarkostnaður sýslumannsembætta",27944902,"2012-03-31"
"06","Innanríkisráðuneyti","06491","Húsnæði og búnaður sýslumanna",0,"2012-03-31"
"06","Innanríkisráðuneyti","06501","Fangelsismálastofnun ríkisins",306267928,"2012-03-31"
"06","Innanríkisráðuneyti","06591","Fangelsisbyggingar",1468378,"2012-03-31"
"06","Innanríkisráðuneyti","06651","Vegagerðin",2926887559,"2012-03-31"
"06","Innanríkisráðuneyti","06657","Umferðarstofa",35082131,"2012-03-31"
"06","Innanríkisráðuneyti","06658","Rannsóknanefnd umferðarslysa",8484107,"2012-03-31"
"06","Innanríkisráðuneyti","06661","Siglingastofnun Íslands",183001648,"2012-03-31"
"06","Innanríkisráðuneyti","06662","Hafnarframkvæmdir",86337867,"2012-03-31"
"06","Innanríkisráðuneyti","06668","Rannsóknanefnd sjóslysa",8382531,"2012-03-31"
"06","Innanríkisráðuneyti","06671","Flugmálastjórn Íslands",144474193,"2012-03-31"
"06","Innanríkisráðuneyti","06672","Flugvellir og flugleiðsöguþjónusta",450192000,"2012-03-31"
"06","Innanríkisráðuneyti","06678","Rannsóknanefnd flugslysa",9411302,"2012-03-31"
"06","Innanríkisráðuneyti","06681","Póst- og fjarskiptastofnunin",98114967,"2012-03-31"
"06","Innanríkisráðuneyti","06682","Jöfnunarsjóður alþjónustu",0,"2012-03-31"
"06","Innanríkisráðuneyti","06689","Fjarskiptasjóður",352091,"2012-03-31"
"06","Innanríkisráðuneyti","06701","Þjóðkirkjan",386947038,"2012-03-31"
"06","Innanríkisráðuneyti","06705","Kirkjumálasjóður",57359244,"2012-03-31"
"06","Innanríkisráðuneyti","06707","Kristnisjóður",19100000,"2012-03-31"
"06","Innanríkisráðuneyti","06733","Kirkjugarðar",222000000,"2012-03-31"
"06","Innanríkisráðuneyti","06735","Sóknargjöld",463656822,"2012-03-31"
"06","Innanríkisráðuneyti","06736","Jöfnunarsjóður sókna",74206017,"2012-03-31"
"06","Innanríkisráðuneyti","06801","Neytendastofa",41095412,"2012-03-31"
"06","Innanríkisráðuneyti","06805","Talsmaður neytenda",3467168,"2012-03-31"
"06","Innanríkisráðuneyti","06821","Þjóðskrá Íslands",303968013,"2012-03-31"
"06","Innanríkisráðuneyti","06841","Jöfnunarsjóður sveitarfélaga",3356688000,"2012-03-31"
"06","Innanríkisráðuneyti","06848","Meðlög samkvæmt lögum nr. 76/2003",53574000,"2012-03-31"
"06","Innanríkisráðuneyti","06996","Íslenska upplýsingasamfélagið",927217,"2012-03-31"
"08","Velferðarráðuneyti","08101","Velferðarráðuneyti, aðalskrifstofa",247105712,"2012-03-31"
"08","Velferðarráðuneyti","08190","Ýmis verkefni",31770965,"2012-03-31"
"08","Velferðarráðuneyti","08201","Tryggingastofnun ríkisins",237604779,"2012-03-31"
"08","Velferðarráðuneyti","08202","Sjúkratryggingar Íslands",132885105,"2012-03-31"
"08","Velferðarráðuneyti","08203","Bætur samkvæmt lögum um félagslega aðstoð",2845605464,"2012-03-31"
"08","Velferðarráðuneyti","08204","Lífeyristryggingar",14045901946,"2012-03-31"
"08","Velferðarráðuneyti","08206","Sjúkratryggingar",6718895430,"2012-03-31"
"08","Velferðarráðuneyti","08208","Slysatryggingar",176869643,"2012-03-31"
"08","Velferðarráðuneyti","08209","Sjúklingatrygging",40225579,"2012-03-31"
"08","Velferðarráðuneyti","08214","Eftirlaunasjóður aldraðra",12556702,"2012-03-31"
"08","Velferðarráðuneyti","08301","Landlæknir",170383793,"2012-03-31"
"08","Velferðarráðuneyti","08317","Lyfjastofnun",82731294,"2012-03-31"
"08","Velferðarráðuneyti","08327","Geislavarnir ríkisins",7737024,"2012-03-31"
"08","Velferðarráðuneyti","08331","Vinnueftirlit ríkisins",101694607,"2012-03-31"
"08","Velferðarráðuneyti","08332","Ríkissáttasemjari",15170938,"2012-03-31"
"08","Velferðarráðuneyti","08333","Jafnréttisstofa",18778152,"2012-03-31"
