"Auðkenni ráðuneytis","Ráðuneyti","Rasto","Stofnun","Gjöld - sértekjur","Lokadagsetning ársfjórðungs"
"02","Mennta- og menningarmálaráðuneyti","02223","Námsmatsstofnun",14533694,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02225","Háskólinn á Bifröst",80424000,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02227","Háskólinn í Reykjavík",503523000,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02228","Listaháskóli Íslands",160850040,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02231","Rannsóknamiðstöð Íslands",74495558,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02235","Markáætlun á sviði vísinda og tækni",5293041,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02236","Rannsóknasjóður",123917247,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02238","Tækjasjóður",26492781,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02239","Rannsóknarnámssjóður",20123747,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02269","Háskóla- og vísindastofnanir, viðhald og stofnkostnaður",0,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02299","Háskóla- og rannsóknastarfsemi",161666532,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02301","Menntaskólinn í Reykjavík",138095478,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02302","Menntaskólinn á Akureyri",143365710,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02303","Menntaskólinn að Laugarvatni",44292095,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02304","Menntaskólinn við Hamrahlíð",227738192,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02305","Menntaskólinn við Sund",114057841,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02306","Menntaskólinn á Ísafirði",72374487,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02307","Menntaskólinn á Egilsstöðum",82521683,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02308","Menntaskólinn í Kópavogi",243158937,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02309","Kvennaskólinn í Reykjavík",124063446,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02316","Fasteignir framhaldsskóla",25883660,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02318","Framhaldsskólar, stofnkostnaður",41870959,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02319","Framhaldsskólar, almennt",222910061,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02320","Nám á framhaldsstigi vegna aðstæðna á vinnumarkaði",0,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02350","Fjölbrautaskólinn í Breiðholti",274270160,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02351","Fjölbrautaskólinn Ármúla",222797161,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02352","Flensborgarskóli",150978068,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02353","Fjölbrautaskóli Suðurnesja",186809981,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02354","Fjölbrautaskóli Vesturlands",113486537,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02355","Framhaldsskólinn í Vestmannaeyjum",58849135,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02356","Fjölbrautaskóli Norðurlands vestra",99605895,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02357","Fjölbrautaskóli Suðurlands",200618602,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02358","Verkmenntaskóli Austurlands",69238453,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02359","Verkmenntaskólinn á Akureyri",277192324,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02360","Fjölbrautaskólinn í Garðabæ",132563486,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02361","Framhaldsskólinn í A-Skaftafellssýslu",38018810,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02362","Framhaldsskólinn á Húsavík",30172185,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02363","Framhaldsskólinn á Laugum",54233631,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02365","Borgarholtsskóli",244916628,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02367","Fjölbrautaskóli Snæfellinga",58988706,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02368","Menntaskóli Borgarfjarðar",40985400,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02369","Menntaskólinn Hraðbraut",35400000,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02370","Framhaldsskólinn í Mosfellsbæ",45491205,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02372","Menntaskólinn á Tröllaskaga",28413405,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02430","Samskiptamiðstöð heyrnarlausra og heyrnarskertra",23391980,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02441","Fullorðinsfræðsla fatlaðra",55966380,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02451","Framhaldsfræðsla",335557797,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02504","Tækniskólinn",536097000,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02514","Iðnskólinn í Reykjavík",25293,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02516","Iðnskólinn í Hafnarfirði",133035685,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02518","Þróunarsjóður fyrir starfsnám",285884,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02519","Vinnustaðanámssjóður",51475106,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02541","Hússtjórnarskólinn í Reykjavík",8596200,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02551","Hússtjórnarskólinn Hallormsstað",8568400,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02565","Tónlistarnám á vegum sveitarfélaga",120000000,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02581","Verslunarskóli Íslands",238055191,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02720","Grunnskólar, almennt",23829949,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02725","Námsgagnastofnun",107285469,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02872","Lánasjóður íslenskra námsmanna",2353593652,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02884","Jöfnun á námskostnaði",246700000,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02901","Fornleifavernd ríkisins",15665503,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02902","Þjóðminjasafn Íslands",107221403,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02903","Þjóðskjalasafn Íslands",72618885,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02904","Þjóðmenningarhúsið",20227326,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02905","Landsbókasafn Íslands - Háskólabókasafn",189989489,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02906","Listasafn Einars Jónssonar",4735516,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02907","Listasafn Íslands",44697154,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02908","Kvikmyndasafn Íslands",12891940,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02909","Blindrabókasafn Íslands",21303625,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02911","Náttúruminjasafn Íslands",4105576,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02913","Gljúfrasteinn - Hús skáldsins",9113065,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02918","Safnasjóður",58282835,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02919","Söfn og menningarminjar",48186000,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02961","Fjölmiðlanefnd",11029694,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02965","Harpa, tónlistar- og ráðstefnuhús í Reykjavík",144772020,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02969","Menningarstofnanir, viðhald og stofnkostnaður",15936722,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02971","Ríkisútvarpið",774999999,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02972","Íslenski dansflokkurinn",30138848,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02973","Þjóðleikhúsið",229593713,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02974","Sinfóníuhljómsveit Íslands",269288732,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02977","Höfundarréttargjöld",10156868,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02978","Launasjóðir listamanna",132957088,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02979","Húsafriðunarnefnd",-16049354,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02980","Listskreytingasjóður",0,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02981","Kvikmyndamiðstöð Íslands",108688254,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02982","Listir",465853230,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02983","Ýmis fræðistörf",22865835,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02984","Norræn samvinna",9971474,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02985","Rammaáætlanir ESB um menntun, rannsóknir og tækniþróun",5710871,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02988","Æskulýðsmál",50367919,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02989","Ýmis íþróttamál",90153656,"2012-06-30"
"02","Mennta- og menningarmálaráðuneyti","02999","Ýmislegt",51990109,"2012-06-30"
"03","Utanríkisráðuneyti","03101","Utanríkisráðuneyti, aðalskrifstofa",326239544,"2012-06-30"
"03","Utanríkisráðuneyti","03111","Þýðingamiðstöð utanríkisráðuneytis",119295265,"2012-06-30"
"03","Utanríkisráðuneyti","03190","Ýmis verkefni",28255124,"2012-06-30"
"03","Utanríkisráðuneyti","03199","Ráðstöfunarfé",0,"2012-06-30"
"03","Utanríkisráðuneyti","03213","Varnarmál",0,"2012-06-30"
"03","Utanríkisráðuneyti","03300","Sendiráð Íslands",700190841,"2012-06-30"
"03","Utanríkisráðuneyti","03390","Þróunarsamvinnustofnun Íslands",267009006,"2012-06-30"
"03","Utanríkisráðuneyti","03391","Þróunarmál og alþjóðleg hjálparstarfsemi",471913213,"2012-06-30"
"03","Utanríkisráðuneyti","03401","Alþjóðastofnanir",286513472,"2012-06-30"
"03","Utanríkisráðuneyti","03611","Íslandsstofa",106426699,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04101","Sjávarútvegs- og landbúnaðarráðuneyti, aðalskrifstofa",131097531,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04190","Ýmis verkefni",50641645,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04199","Ráðstöfunarfé",0,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04215","Fiskistofa",161218216,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04217","Verðlagsstofa skiptaverðs",4043565,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04234","Matvælastofnun",259416928,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04331","Héraðs- og Austurlandsskógar",21087765,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04332","Suðurlandsskógar",12494274,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04334","Vesturlandsskógar",6011411,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04335","Skjólskógar á Vestfjörðum",5168180,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04336","Norðurlandsskógar",19866976,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04401","Hafrannsóknastofnunin",359806866,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04405","Veiðimálastofnun",27141053,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04411","Matvælarannsóknir",101550000,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04413","Verkefnasjóður sjávarútvegsins",46147163,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04414","Sjávarspendýrasjóður",0,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04415","Sjóður til síldarrannsókna",0,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04416","Veiðarfærarannsóknir",0,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04417","Rannsóknasjóður til að auka verðmæti sjávarfangs",7191180,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04421","Bygging rannsóknastofnana sjávarútvegsins",-6984471,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04423","Skrifstofa rannsóknastofnana atvinnuveganna",15533858,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04426","Húsbyggingarsjóður",0,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04481","Rannsóknir háskóla í þágu landbúnaðar",78100000,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04483","Landgræðsla og skógrækt í þágu landbúnaðar",12000000,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04487","Hagþjónusta landbúnaðarins",3276005,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04488","Hagskýrslur og hagrannsóknir um landbúnað",4500000,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04801","Greiðslur vegna mjólkurframleiðslu",1330794206,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04805","Greiðslur vegna sauðfjárframleiðslu",943612456,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04807","Greiðslur vegna grænmetisframleiðslu",110019685,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04811","Bændasamtök Íslands",103950000,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04818","Búnaðarsjóður",-60440303,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04821","Framleiðnisjóður landbúnaðarins",32173992,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04824","Verðmiðlun landbúnaðarvara",101250000,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04827","Fóðursjóður",603197271,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04831","Jarðasjóður og Jarðeignir ríkisins",18007668,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04843","Fiskræktarsjóður",5419920,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04851","Greiðslur vegna riðuveiki",5154240,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04853","Bjargráðasjóður",0,"2012-06-30"
"04","Sjávarútvegs- og landbúnaðarráðuneyti","04891","Sérstakar greiðslur í landbúnaði",0,"2012-06-30"
"06","Innanríkisráðuneyti","06101","Innanríkisráðuneyti, aðalskrifstofa",183335310,"2012-06-30"
"06","Innanríkisráðuneyti","06102","Stjórnartíðindi",8646708,"2012-06-30"
"06","Innanríkisráðuneyti","06103","Lagasafn",0,"2012-06-30"
"06","Innanríkisráðuneyti","06111","Kosningar",24274533,"2012-06-30"
"06","Innanríkisráðuneyti","06190","Ýmis verkefni",50603935,"2012-06-30"
"06","Innanríkisráðuneyti","06201","Hæstiréttur",34587414,"2012-06-30"
"06","Innanríkisráðuneyti","06210","Héraðsdómstólar",308783903,"2012-06-30"
"06","Innanríkisráðuneyti","06231","Málskostnaður í opinberum málum",165717764,"2012-06-30"
"06","Innanríkisráðuneyti","06232","Opinber réttaraðstoð",79620664,"2012-06-30"
"06","Innanríkisráðuneyti","06235","Bætur brotaþola",27620181,"2012-06-30"
"06","Innanríkisráðuneyti","06236","Sanngirnisbætur vegna misgjörða á vistheimilum fyrir börn",169524949,"2012-06-30"
"06","Innanríkisráðuneyti","06251","Persónuvernd",17735970,"2012-06-30"
"06","Innanríkisráðuneyti","06295","Landsdómur",38359174,"2012-06-30"
"06","Innanríkisráðuneyti","06301","Ríkissaksóknari",38023492,"2012-06-30"
"06","Innanríkisráðuneyti","06303","Ríkislögreglustjóri",355137637,"2012-06-30"
"06","Innanríkisráðuneyti","06305","Lögregluskóli ríkisins",48588409,"2012-06-30"
"06","Innanríkisráðuneyti","06309","Sérstakur saksóknari samkvæmt lögum nr. 135/2008",320958751,"2012-06-30"
"06","Innanríkisráðuneyti","06310","Lögreglustjórinn á höfuðborgarsvæðinu",929734058,"2012-06-30"
"06","Innanríkisráðuneyti","06312","Lögreglustjórinn á Suðurnesjum",256120633,"2012-06-30"
"06","Innanríkisráðuneyti","06325","Samræmd neyðarsvörun",71075001,"2012-06-30"
"06","Innanríkisráðuneyti","06390","Ýmis löggæslu- og öryggismál",63135275,"2012-06-30"
"06","Innanríkisráðuneyti","06395","Landhelgisgæsla Íslands",1123707827,"2012-06-30"
"06","Innanríkisráðuneyti","06396","Landhelgissjóður Íslands",2036556,"2012-06-30"
"06","Innanríkisráðuneyti","06397","Schengen-samstarf",25765635,"2012-06-30"
"06","Innanríkisráðuneyti","06398","Útlendingastofnun",40052939,"2012-06-30"
"06","Innanríkisráðuneyti","06399","Hælisleitendur",33449867,"2012-06-30"
"06","Innanríkisráðuneyti","06411","Sýslumaðurinn í Reykjavík",81267182,"2012-06-30"
"06","Innanríkisráðuneyti","06412","Sýslumaðurinn á Akranesi",49807618,"2012-06-30"
"06","Innanríkisráðuneyti","06413","Sýslumaðurinn í Borgarnesi",46591406,"2012-06-30"
"06","Innanríkisráðuneyti","06414","Sýslumaður Snæfellinga",47063351,"2012-06-30"
"06","Innanríkisráðuneyti","06415","Sýslumaðurinn í Búðardal",5629998,"2012-06-30"
"06","Innanríkisráðuneyti","06416","Sýslumaðurinn á Patreksfirði",8368432,"2012-06-30"
"06","Innanríkisráðuneyti","06417","Sýslumaðurinn í Bolungarvík",7706900,"2012-06-30"
"06","Innanríkisráðuneyti","06418","Sýslumaðurinn á Ísafirði",86223989,"2012-06-30"
"06","Innanríkisráðuneyti","06419","Sýslumaðurinn á Hólmavík",6110288,"2012-06-30"
"06","Innanríkisráðuneyti","06420","Sýslumaðurinn á Blönduósi",55713811,"2012-06-30"
"06","Innanríkisráðuneyti","06421","Sýslumaðurinn á Sauðárkróki",40621944,"2012-06-30"
"06","Innanríkisráðuneyti","06422","Sýslumaðurinn á Siglufirði",11609481,"2012-06-30"
"06","Innanríkisráðuneyti","06424","Sýslumaðurinn á Akureyri",139126069,"2012-06-30"
"06","Innanríkisráðuneyti","06425","Sýslumaðurinn á Húsavík",49554232,"2012-06-30"
"06","Innanríkisráðuneyti","06426","Sýslumaðurinn á Seyðisfirði",51069920,"2012-06-30"
"06","Innanríkisráðuneyti","06428","Sýslumaðurinn á Eskifirði",65438912,"2012-06-30"
"06","Innanríkisráðuneyti","06429","Sýslumaðurinn á Höfn í Hornafirði",8342340,"2012-06-30"
"06","Innanríkisráðuneyti","06430","Sýslumaðurinn í Vík í Mýrdal",10387036,"2012-06-30"
"06","Innanríkisráðuneyti","06431","Sýslumaðurinn á Hvolsvelli",46456333,"2012-06-30"
"06","Innanríkisráðuneyti","06432","Sýslumaðurinn í Vestmannaeyjum",44947237,"2012-06-30"
"06","Innanríkisráðuneyti","06433","Sýslumaðurinn á Selfossi",111011443,"2012-06-30"
"06","Innanríkisráðuneyti","06434","Sýslumaðurinn í Reykjanesbæ",38532620,"2012-06-30"
"06","Innanríkisráðuneyti","06436","Sýslumaðurinn í Hafnarfirði",45755234,"2012-06-30"
"06","Innanríkisráðuneyti","06437","Sýslumaðurinn í Kópavogi",52751274,"2012-06-30"
"06","Innanríkisráðuneyti","06490","Ýmis rekstrarkostnaður sýslumannsembætta",29913738,"2012-06-30"
"06","Innanríkisráðuneyti","06501","Fangelsismálastofnun ríkisins",351269492,"2012-06-30"
"06","Innanríkisráðuneyti","06591","Fangelsisbyggingar",32309293,"2012-06-30"
"06","Innanríkisráðuneyti","06651","Vegagerðin",3621111350,"2012-06-30"
"06","Innanríkisráðuneyti","06657","Umferðarstofa",47466129,"2012-06-30"
"06","Innanríkisráðuneyti","06658","Rannsóknanefnd umferðarslysa",2097807,"2012-06-30"
"06","Innanríkisráðuneyti","06661","Siglingastofnun Íslands",183511890,"2012-06-30"
"06","Innanríkisráðuneyti","06662","Hafnarframkvæmdir",191742191,"2012-06-30"
"06","Innanríkisráðuneyti","06668","Rannsóknanefnd sjóslysa",10218132,"2012-06-30"
"06","Innanríkisráðuneyti","06671","Flugmálastjórn Íslands",121647915,"2012-06-30"
"06","Innanríkisráðuneyti","06672","Flugvellir og flugleiðsöguþjónusta",450192000,"2012-06-30"
"06","Innanríkisráðuneyti","06678","Rannsóknanefnd flugslysa",13015081,"2012-06-30"
"06","Innanríkisráðuneyti","06681","Póst- og fjarskiptastofnunin",80390608,"2012-06-30"
"06","Innanríkisráðuneyti","06682","Jöfnunarsjóður alþjónustu",46318308,"2012-06-30"
"06","Innanríkisráðuneyti","06689","Fjarskiptasjóður",1224587,"2012-06-30"
"06","Innanríkisráðuneyti","06701","Þjóðkirkjan",379501418,"2012-06-30"
"06","Innanríkisráðuneyti","06705","Kirkjumálasjóður",57359244,"2012-06-30"
"06","Innanríkisráðuneyti","06707","Kristnisjóður",18300000,"2012-06-30"
"06","Innanríkisráðuneyti","06733","Kirkjugarðar",222000000,"2012-06-30"
"06","Innanríkisráðuneyti","06735","Sóknargjöld",463656822,"2012-06-30"
"06","Innanríkisráðuneyti","06736","Jöfnunarsjóður sókna",74206017,"2012-06-30"
"06","Innanríkisráðuneyti","06801","Neytendastofa",48013563,"2012-06-30"
"06","Innanríkisráðuneyti","06805","Talsmaður neytenda",4022465,"2012-06-30"
"06","Innanríkisráðuneyti","06821","Þjóðskrá Íslands",284571151,"2012-06-30"
"06","Innanríkisráðuneyti","06841","Jöfnunarsjóður sveitarfélaga",4783657200,"2012-06-30"
"06","Innanríkisráðuneyti","06848","Meðlög samkvæmt lögum nr. 76/2003",3611527,"2012-06-30"
"06","Innanríkisráðuneyti","06996","Íslenska upplýsingasamfélagið",3240087,"2012-06-30"
"08","Velferðarráðuneyti","08101","Velferðarráðuneyti, aðalskrifstofa",209243695,"2012-06-30"
"08","Velferðarráðuneyti","08190","Ýmis verkefni",23394654,"2012-06-30"
"08","Velferðarráðuneyti","08201","Tryggingastofnun ríkisins",235330536,"2012-06-30"
"08","Velferðarráðuneyti","08202","Sjúkratryggingar Íslands",110232208,"2012-06-30"
"08","Velferðarráðuneyti","08203","Bætur samkvæmt lögum um félagslega aðstoð",2883725128,"2012-06-30"
"08","Velferðarráðuneyti","08204","Lífeyristryggingar",14029525863,"2012-06-30"
"08","Velferðarráðuneyti","08206","Sjúkratryggingar",7945109449,"2012-06-30"
"08","Velferðarráðuneyti","08208","Slysatryggingar",233658871,"2012-06-30"
"08","Velferðarráðuneyti","08209","Sjúklingatrygging",14994516,"2012-06-30"
"08","Velferðarráðuneyti","08214","Eftirlaunasjóður aldraðra",11222590,"2012-06-30"
"08","Velferðarráðuneyti","08301","Landlæknir",211033101,"2012-06-30"
"08","Velferðarráðuneyti","08317","Lyfjastofnun",81366560,"2012-06-30"
"08","Velferðarráðuneyti","08327","Geislavarnir ríkisins",28131648,"2012-06-30"
"08","Velferðarráðuneyti","08331","Vinnueftirlit ríkisins",128076813,"2012-06-30"
"08","Velferðarráðuneyti","08332","Ríkissáttasemjari",17256359,"2012-06-30"
"08","Velferðarráðuneyti","08333","Jafnréttisstofa",12478701,"2012-06-30"
"08","Velferðarráðuneyti","08334","Umboðsmaður skuldara",293035895,"2012-06-30"
"08","Velferðarráðuneyti","08358","Sjúkrahúsið á Akureyri",1213085208,"2012-06-30"
"08","Velferðarráðuneyti","08373","Landspítali",9524835102,"2012-06-30"
