openspending_id,level,cofog3_name,cofog3_label,cofog2_name,cofog2_label,from_name,from_label,cofog1_name,cofog1_label,amount,time_name,time_year,time_month,time_day,time_week,time_yearmonth,time_quarter,time
e1238750093e3751bd4f4316c84c218647895543,Federacija Bosne i Hercegovine,03-1-0,Policija,03-1,Policija,fed-uprava-za-cz,Fed. uprava za CZ,03,Red i sigurnost,8231895.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
e80ef8c5b52c19d129b398723e64d4f22bf1d3be,Federacija Bosne i Hercegovine,03-3-0,Sudovi,03-3,Sudovi,fed-tuzilastvo-fbih,Fed. tužilaštvo FBiH,03,Red i sigurnost,1487031.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
42548b51473e83a1c975024b7b8aa0934a5f226e,Federacija Bosne i Hercegovine,03-3-0,Sudovi,03-3,Sudovi,ustavni-sud-fbih,Ustavni sud FBiH,03,Red i sigurnost,1434594.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
911f5798a37526fd78967eabe35d89fcb94a6918,Federacija Bosne i Hercegovine,03-3-0,Sudovi,03-3,Sudovi,fed-pravobranilastvo,Fed. pravobranilaštvo,03,Red i sigurnost,1270010.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
7eb94e1be15d04e2413f387c7503dd7132b16eb5,Federacija Bosne i Hercegovine,03-3-0,Sudovi,03-3,Sudovi,ju-centar-za-edukaciju-sudija-i-tuzilaca,JU centar za edukaciju sudija i tužilaca,03,Red i sigurnost,778118.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
b3c5095baf239897498fa9bfd0fd3a3770c78c8a,Federacija Bosne i Hercegovine,03-6-0,Ostali administrativni poslovi,03-6,Ostali administrativni poslovi,gender-centar-fbih,Gender centar FBiH,03,Red i sigurnost,477402.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
ee8318edab5797b6e707a9a940814bce015453b2,Federacija Bosne i Hercegovine,01-1-1,Izvršna i zakonodavna organi,01-1,Organi Vlasti,fed-min-poljoprivr-vodoprivr-i-sumarstva,"Fed. min. poljoprivr., vodoprivr i šumarstva",01,Rad Vlade,85234119.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
8ca8dee31f6e59e745b06a0b5b08552e56a906c8,Federacija Bosne i Hercegovine,01-1-1,Izvršna i zakonodavna organi,01-1,Organi Vlasti,fed-min-prometa-i-komun,Fed. min. prometa i komun.,01,Rad Vlade,55871020.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
f1f137b4de7b42b787649890cf7926f74ade6c27,Republika Srpska,07-6-0,Zdravstvena administracija,07-6,Zdravstvena administracija,min-zdravlja-i-soc-zastite,Min. zdravlja i soc. zaštite,07,Zdravstvo,28935000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
1996a9522e09afc696b666b37202d2b91cba0064,Republika Srpska,01-1-1,Izvršna i zakonodavna organi,01-1,Organi Vlasti,min-rada-i-borac-invalid-zastite,Min. rada i borač. invalid. zaštite,01,Rad Vlade,429323000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
16bb6252175c1d7b2dfd4749c0ef039be4b7b2b2,Republika Srpska,10-7-0,Socijalna politika,10-7,Socijalna politika,min-za-izbjeglice-i-raseljena-lica,Min za izbjeglice i raseljena lica,10,Penzije i socijalno,11539000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
2305728ff39c18f39681cd4416d3968268aa1bf9,Republika Srpska,08-2-0,Kultura,08-2,Kultura,institucije-kulture,Institucije kulture,08,Kultura i religija,12526000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
cb4d94bceb2ee69ae219e8b59aafa06a386b0994,Republika Srpska,08-4-0,Religija,08-4,Religija,repub-sekretar-za-vjere,Repub. sekretar. za vjere,08,Kultura i religija,1502000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
e2616dbe4910751ff49427062f7030f9692f0aed,Republika Srpska,08-2-0,Kultura,08-2,Kultura,repub-zavod-za-zastitu-kult-isto-i-pr-naslijeda,Repub. zavod za zaštitu kult. isto. i pr. naslijeđa,08,Kultura i religija,1059000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
0fdc6aa033fdd4a0477bb227d02cbb1f4ff18516,Republika Srpska,09-1-2,Osnovne škole,09-1,Osnovno obrazovanje,osnovno-obrazovanje,Osnovno obrazovanje,09,Obrazovanje,209673000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
220691f535fed722be7f2104617534eae8ff53ce,Republika Srpska,09-2-2,Srednje škole,09-2,Srednje škole,srednje-obrazovanje,Srednje obrazovanje,09,Obrazovanje,82266000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
138bcd75f8d5b2ee655452b6db4728c449e8e38e,Republika Srpska,09-4-2,Univerziteti,09-4,Univerziteti,univerziteti-u-rs-u,Univerziteti u RS-u,09,Obrazovanje,60982000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
ee1a642d66f1b5fa025ba7850b0f9cef00f338b3,Republika Srpska,09-3-0,Specijalno i umjetničko obrazovanje,09-3,Specijalno i umjetničko obrazovanje,specijalno-i-umjetnicko-obrazov,Specijalno i umjetničko obrazov.,09,Obrazovanje,10069000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
22be37d9c51f619ca3c801ce78d97ec1517bd87f,Republika Srpska,09-6-0,Studentski standard,09-6,Studentski standard,studentski-i-dacki-domovi,Studentski i đački domovi,09,Obrazovanje,9272000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
2e2025a70512f461a6ebe4ca914cb165e923d61b,Republika Srpska,01-1-1,Izvršna i zakonodavna organi,01-1,Organi Vlasti,min-nauke-i-tehnologije,Min. nauke i tehnologije,01,Rad Vlade,7989000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
cae9a2d4f7caa48ac8966fe3b26c2cc9ed0f438b,Republika Srpska,01-1-1,Izvršna i zakonodavna organi,01-1,Organi Vlasti,min-prosvjete-i-kulture,Min. prosvjete i kulture,01,Rad Vlade,7325000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
da671a8845c857e5dcf6e89e91c21572a94fd95f,Republika Srpska,09-8-0,Administracija obrazovanja,09-8,Administracija obrazovanja,repub-pedagoski-zavod,Repub. pedagoški zavod,09,Obrazovanje,1735000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
8292b3feda6e0a61c7c5309ef32850c760367a2d,Republika Srpska,09-4-2,Univerziteti,09-4,Univerziteti,akademija-nauka-i-umj-rs-a,Akademija nauka i umj. RS-a,09,Obrazovanje,1357000.0,2012-01-01,2012,01,01,00,201201,0,2012-01-01
