title,amount,time,cofog1.code,cofog1.label,cofog2.code,cofog2.label,cofog3.code,cofog3.label,level
Ekonomski poslovi,1399084,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Grad Trebinje
Zaštita životne sredine,943065,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Grad Trebinje
Stambeni i zajednički poslovi,1020223,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Grad Trebinje
Zdravstvo,385583,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Grad Trebinje
"Rekreacija, kultura i religija",2373827,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Grad Trebinje
Obrazovanje,1823728,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Grad Trebinje
Socijalna zaštita,2513886,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Grad Trebinje
Ostalo,1921997,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Grad Trebinje
Otplata dugova,2377613,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Grad Trebinje
Opšte javne usluge,37988343,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Grad Banja Luka
Odbrana,978062,2013,02,Odbrana,02.2,Civilna zaštita,2.2.2,Civilna zaštita,Grad Banja Luka
Ekonomski poslovi,24041155,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Grad Banja Luka
Zaštita životne sredine,5347871,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Grad Banja Luka
Stambeni i zajednički poslovi,7015492,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Grad Banja Luka
Zdravstvo,1231726,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Grad Banja Luka
"Rekreacija, kultura i religija",6236218,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Grad Banja Luka
Obrazovanje,12546711,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Grad Banja Luka
Socijalna zaštita,15308549,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Grad Banja Luka
Ostalo,14406942,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Grad Banja Luka
Otplata dugova,49192666,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Grad Banja Luka
Opšte javne usluge,3829458,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Bratunac
Javni red i sigurnost,306270,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Bratunac
Ekonomski poslovi,153462,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Bratunac
Stambeni i zajednički poslovi,160551,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Bratunac
Zdravstvo,52439,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Bratunac
"Rekreacija, kultura i religija",186373,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Bratunac
Obrazovanje,419833,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Bratunac
Socijalna zaštita,743896,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Bratunac
Ostalo,7890,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Bratunac
Otplata dugova,257996,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Bratunac
Opšte javne usluge,4915176.28,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Prnjavor
Javni red i sigurnost,355967.23,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Prnjavor
Ekonomski poslovi,743772.36,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Prnjavor
Stambeni i zajednički poslovi,2270059.3,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Prnjavor
Zdravstvo,143241.58,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Prnjavor
"Rekreacija, kultura i religija",785839.69,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Prnjavor
Obrazovanje,932285.9,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Prnjavor
Socijalna zaštita,2255197.68,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Prnjavor
Ostalo,407284.49,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Prnjavor
Otplata dugova,1166300.43,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Prnjavor
Opšte javne usluge,4571812,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Srbac
Javni red i sigurnost,252557,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Srbac
Stambeni i zajednički poslovi,216706,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Srbac
"Rekreacija, kultura i religija",15750,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Srbac
Obrazovanje,393799,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Srbac
Socijalna zaštita,782333,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Srbac
Ostalo,4099,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Srbac
Otplata dugova,399764,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Srbac
Opšte javne usluge,2694000,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Rogatica
Javni red i sigurnost,278315,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Rogatica
Ekonomski poslovi,563464,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Rogatica
Zaštita životne sredine,295856,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Rogatica
Stambeni i zajednički poslovi,284834,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Rogatica
Zdravstvo,63548,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Rogatica
"Rekreacija, kultura i religija",530898,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Rogatica
Obrazovanje,385566,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Rogatica
Socijalna zaštita,756414,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Rogatica
Ostalo,111000,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Rogatica
Otplata dugova,38340,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Rogatica
Opšte javne usluge,5581568,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Srebrenica
Stambeni i zajednički poslovi,465793,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Srebrenica
Zdravstvo,47609,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Srebrenica
"Rekreacija, kultura i religija",180887,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Srebrenica
Obrazovanje,242772,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Srebrenica
Socijalna zaštita,483900,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Srebrenica
Ostalo,19117,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Srebrenica
Otplata dugova,132250,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Srebrenica
Opšte javne usluge,1846684,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Sokolac
Ekonomski poslovi,1904521,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Sokolac
Stambeni i zajednički poslovi,2023159,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Sokolac
Zdravstvo,18000,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Sokolac
"Rekreacija, kultura i religija",717131,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Sokolac
Obrazovanje,300179,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Sokolac
Socijalna zaštita,622967,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Sokolac
Ostalo,186743,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Sokolac
Otplata dugova,1087064,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Sokolac
Opšte javne usluge,4419649,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Bileća
Odbrana,1370,2013,02,Odbrana,02.2,Civilna zaštita,2.2.2,Civilna zaštita,Bileća
Javni red i sigurnost,414123,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Bileća
Ekonomski poslovi,473055,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Bileća
Zaštita životne sredine,124342,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Bileća
Stambeni i zajednički poslovi,70458,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Bileća
Zdravstvo,84000,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Bileća
"Rekreacija, kultura i religija",1125201,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Bileća
Obrazovanje,962700,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Bileća
Socijalna zaštita,1482804,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Bileća
Ostalo,278029,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Bileća
Otplata dugova,209957,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Bileća
Opšte javne usluge,12105959,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Grad Bijeljina
Ekonomski poslovi,3985803,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Grad Bijeljina
Zaštita životne sredine,615576,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Grad Bijeljina
Stambeni i zajednički poslovi,11563209,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Grad Bijeljina
Zdravstvo,379507,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Grad Bijeljina
"Rekreacija, kultura i religija",3573773,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Grad Bijeljina
Obrazovanje,1887689,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Grad Bijeljina
Socijalna zaštita,6361354,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Grad Bijeljina
Ostalo,1333833,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Grad Bijeljina
Otplata dugova,3712341,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Grad Bijeljina
Opšte javne usluge,4960879,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Teslić
Ekonomski poslovi,235489,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Teslić
Stambeni i zajednički poslovi,3607001,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Teslić
Zdravstvo,57809,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Teslić
"Rekreacija, kultura i religija",494926,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Teslić
Obrazovanje,736958,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Teslić
Socijalna zaštita,3160443,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Teslić
Ostalo,664072,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Teslić
Otplata dugova,1069554,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Teslić
Opšte javne usluge,6083614,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Modriča
Ekonomski poslovi,392707,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Modriča
Zaštita životne sredine,20287,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Modriča
Stambeni i zajednički poslovi,641094,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Modriča
Zdravstvo,110000,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Modriča
"Rekreacija, kultura i religija",414362,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Modriča
Obrazovanje,966117,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Modriča
Socijalna zaštita,944289,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Modriča
Ostalo,41657,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Modriča
Otplata dugova,475928,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Modriča
Opšte javne usluge,2717993,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Mrkonjić Grad
Ekonomski poslovi,496048,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Mrkonjić Grad
Zaštita životne sredine,294034,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Mrkonjić Grad
Stambeni i zajednički poslovi,794455,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Mrkonjić Grad
Zdravstvo,87246,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Mrkonjić Grad
"Rekreacija, kultura i religija",448322,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Mrkonjić Grad
Obrazovanje,1204818,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Mrkonjić Grad
Socijalna zaštita,1241178,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Mrkonjić Grad
Ostalo,449659,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Mrkonjić Grad
Otplata dugova,966022,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Mrkonjić Grad
Opšte javne usluge,4743384,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Laktaši
Javni red i sigurnost,585374,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Laktaši
Ekonomski poslovi,474612,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Laktaši
Zaštita životne sredine,60000,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Laktaši
Stambeni i zajednički poslovi,1140553,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Laktaši
Zdravstvo,51091,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Laktaši
"Rekreacija, kultura i religija",1308087,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Laktaši
Obrazovanje,1343526,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Laktaši
Socijalna zaštita,2371815,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Laktaši
Ostalo,55781,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Laktaši
Otplata dugova,4818909,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Laktaši
Opšte javne usluge,2587120,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Kotor Varoš
Odbrana,150,2013,02,Odbrana,02.2,Civilna zaštita,2.2.2,Civilna zaštita,Kotor Varoš
Javni red i sigurnost,86500,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Kotor Varoš
Ekonomski poslovi,1072180,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Kotor Varoš
Zaštita životne sredine,64448,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Kotor Varoš
Stambeni i zajednički poslovi,337924,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Kotor Varoš
Zdravstvo,71229,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Kotor Varoš
"Rekreacija, kultura i religija",435673,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Kotor Varoš
Obrazovanje,520211,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Kotor Varoš
Socijalna zaštita,1187585,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Kotor Varoš
Ostalo,10303.8,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Kotor Varoš
Otplata dugova,311595.01,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Kotor Varoš
Opšte javne usluge,3623836,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Kozarska Dubica
Odbrana,5453,2013,02,Odbrana,02.2,Civilna zaštita,2.2.2,Civilna zaštita,Kozarska Dubica
Javni red i sigurnost,342671,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Kozarska Dubica
Ekonomski poslovi,302613,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Kozarska Dubica
Stambeni i zajednički poslovi,5625108,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Kozarska Dubica
Zdravstvo,15000,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Kozarska Dubica
"Rekreacija, kultura i religija",936328,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Kozarska Dubica
Obrazovanje,519778,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Kozarska Dubica
Socijalna zaštita,1836553,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Kozarska Dubica
Ostalo,481883,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Kozarska Dubica
Otplata dugova,2352800,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Kozarska Dubica
Opšte javne usluge,3303899,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Brod
Javni red i sigurnost,424851,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Brod
Zaštita životne sredine,229507,2013,06,Naše ulice,06.6,Stambena administracija,06.6.0,Stambena administracija,Brod
Stambeni i zajednički poslovi,2267344,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Brod
Zdravstvo,18874,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Brod
"Rekreacija, kultura i religija",359628,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Brod
Obrazovanje,898674,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Brod
Socijalna zaštita,681608,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Brod
Ostalo,58786,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.2,Fiskalne aktivnosti,Brod
Otplata dugova,2898373,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Brod
Opšte javne usluge,11949385,2013,01,Rad Vlade,01.1,Organi Vlasti,01.1.1,Izvršna i zakonodavna organi,Doboj
Javni red i sigurnost,972241,2013,03,Red i sigurnost,03.1,Policija,03.1.0,Policija,Doboj
Ekonomski poslovi,3184653,2013,04,Ekonomija,04.9,Finansije,04.9.0,Finansijska administracija,Doboj
Stambeni i zajednički poslovi,1527956,2013,06,Naše ulice,06.5,Razvoj zajednice,06.5.0,Razvoj zajednice,Doboj
Zdravstvo,173377,2013,07,Zdravstvo,07.6,Zdravstvena administracija,07.6.0,Zdravstvena administracija,Doboj
"Rekreacija, kultura i religija",3180780,2013,08,Kultura i religija,08.6,Administracija kulture i religije,08.6.0,Administracija kulture i religije,Doboj
Obrazovanje,802756,2013,09,Obrazovanje,09.8,Administracija obrazovanja,09.8.0,Administracija obrazovanja,Doboj
Socijalna zaštita,3566100,2013,10,Penzije i socijalno,10.9,Administracija socijalne zaštite,10.9.0,Administracija socijalne zaštite,Doboj
Otplata dugova,5260583,2013,01,Rad Vlade,01.7,Izdvajanja za javni dug,01.7.0,Izdvajanja za javni dug,Doboj
